"id","betweennessG","indegreeG","outdegreeG","totaldegreeG","inclosenessG","outclosenessG","totalclosenessG","com_mod"
"lexus_0660",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"007Norita",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"luisamariaoliv1",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"maguislamas",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"ing_emm",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"sofoleaks",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"AlvBre",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"cterresperez",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"LunaAbraham0101",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Robbie77mx",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"76_MIA_VER",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"karolinitas",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"libreriaelpozo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"PicioLuis",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"NavarroRoma",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Carlozdiazz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"carolina08go",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"TonyZrate",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"CrisCuamatzin",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"fabypink75",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"ghostyhero",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"vargasomar710",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"tejaarreola",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Iam_CA5",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"JosueAmaroFe",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Shasaaaaaa1",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"ittzelsantos1",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Crrgalaxy",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"B7Alf",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Viraviendo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"ReyesLay",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"fernandorcoax",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"aspreit",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"luzmaria1881",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"evavelvi",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"HIPS77",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"terecolinm",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"UlisesMendez__",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"nietomartha58",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"alejandroib1",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"EdomMason",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"hbmnoticias",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"patilu2013",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Nadiramid",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"AguilarZeti",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"KatinaSaaVe",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"jpg_sanchez",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Nadroj69Ignacio",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"exain77",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"ithernanoficial",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"saturnomit",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Sue21100857",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Laurita_Avila",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"MazaOrtega",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Hassan_lissME",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"pakogmartinez",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"yos77ick",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"WwwOscar24",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"PericaCm",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"MayraMolinav",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"23ALZAT",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"1993Danielph",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"JGulufiji",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"BravehearthxE",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"IsraelMryekoz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"BereMedina2522",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"ManeMartnez",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Adrys151Adriana",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"DefectoEspecial",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"jorgevi10",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"ales_gom",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"pcruzmvnyc",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"jasalas11",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"69648Ortiz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Serchjmg",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"mega_2611",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"sebssh",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"LuisPasalagua",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Pulido19655",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"jcar1l",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"CanceliaCelia",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"izamaty",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"j_alvarez64",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"pikachu_diego",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"lilid262",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"conito23",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"LaParcaComoYo2",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"LppezL",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"GabyGabichis",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"yesicrojitas",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"erikvlzqruiz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"GearsAlucard",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Alejandra0308PN",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"soyPAJARITO1",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"CreativosMil",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Cassandritta",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"IvettinaGarcia",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"PerlittaDiaz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"maza20868339",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Kar_Antunez03",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"AndresCitizen1",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"angel25rm",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"MarioruizRamrez",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"carlossaenz151",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Any5C",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"justin072lg",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"mandogupe",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"SagiAzuldeFuego",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"jinetedelpueblo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"juliojys",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"eduardorogero75",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"AleXiuco",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"armandosevilla6",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"JulioCe250493",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"LiceaMiriam",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"FernandezYol",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"pedro04456128",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"martinezrubenr",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"mau_el_ab",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Karl0s21",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"drmanuelortho",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"josesaldo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Bengala888",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"MiguelAnica",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Madrigal1Luis",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"cocob3v",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"cabritomendez84",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"law_isin",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"ociosoyflojo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"LuisZaMon",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"NatoSaurio_",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Pepe_CarrilloR",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"raulmagana4",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"sirkanelott",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"YenitaLibre",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"55vilchis",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"HozMarin",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"danyfever55",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"gfrancisco680",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"chemaloma",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"go_yanet",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"mrugrod723",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Elvira4025",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"LuisHer1983",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Santiago_Montez",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"droscar0745",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Heisenberg_COOH",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"secundariaszona",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"tumbundu",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Robert050187",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"marcosrubio35",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"poli_likefood",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"MauraMau6809",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"SudTuzo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Daniel_kasio",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"MariaRo11994268",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"EDDIEGUERRERO33",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"ronaycollantes",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"lorenzoleonmora",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"rcervantes2015",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"sziasziaszia",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"ARTE_1985",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"lidiasalinas16",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"jorgyoyo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"stonelar1",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Americavazqz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"hecamas",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"rosicalderong",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"AlexxLavalle",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"javieriringui",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"GKikatitis",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"EfraWong",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"PavelVepa",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"neftacortes22",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"gmn5483",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"lalo_tha",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"JulioBenitoCast",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Bioceljv",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"maloso16",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"cayus672",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"WilbertHumbert1",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"fray_arthur",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"jperez7557",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"ireneyrosalio",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"MarisolToMe89",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"rdelaguardia",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"LuisLuishdz1015",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"BrenRamos83",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"CeronChucho",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"marobriones",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"erika_yi",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"eug1045",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"jbravolord",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"DANIELAFAME",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"arturoP1989",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"pergo67mikeang",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"polnegrete",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"deleon_josea",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"mauricvazq",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"salvadorcm09",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"trujano_angel",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"politico_mex",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"hcevallos_azul",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Luis_Mazzocco",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"aureo133",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"adrianEsq52",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"KhayaKLauz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"mcmacmx",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"260890Alfredo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"MysticalLorel_3",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"caai64",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"JoseLBernalM",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Marioalvex",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"EdgarFranrio",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Hectorpazcual",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Alejandracomopo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"NriqueenrE",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"DoranEnrique",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"tesdorantes",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"EnriqueNtes",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Martindorantces",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"NtesEnrique",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"enfermometal",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Marluocoblato",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Isa45Maria",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Silviapinole",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"MarianiaAna",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"quedorante",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"OranteQued",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"QueenriEnri",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Gerardoocto",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Davidenissta",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"orantesdor",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"carlosmagicoo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"EnriquEdoran",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"EnriDorantes",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"israelalcanta16",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Cada0320Daniel",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"veghsn",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"fhertropolis",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"TopilliMx",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"arturoaleman891",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"tilinleon",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"CaruhDen",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"barron_magda",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"conchillos5",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"LaloGP19",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"M_NNat",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"OpinionCoah",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"briqmma",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"CarlosGilTello",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"HDSymba",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"principioyfinoa",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"PoliticoTransa",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"Gonberpa",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"1109Shyam",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"hernanezveroni1",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"notario_pedro",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"luiscortes_8",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"LbLendsay",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"IsabelGB88",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"0105Mary",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"sandinogtz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"DAVIDMASRAUL",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"mitzukikanon",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"gomezaeduardo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"itzelepineux",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"migueliuxarthur",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"JoLuisOficial",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
"GastroDragon",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,20
